Male ,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107
x+59,0.002316498,0.002467143,0.002652324,0.00288035,0.003161166,0.003506761,0.003931613,0.004444738,0.005072861,0.005839392,0.00677084,0.00789598,0.009244259,0.010845489,0.012730598,0.014931235,0.017479447,0.020407764,0.023749953,0.027542703,0.031828543,0.036660328,0.042106205,0.048238865,0.055111595,0.062737173,0.071061039,0.079930897,0.089097195,0.098238475,0.106978777,0.114913353,0.126079353,0.136288714,0.145097939,0.152131517,0.157120597,0.159930234,0.160571073,0.159386902,0.158211464,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695
x+60,0.002467143,0.002652324,0.00288035,0.003161166,0.003506761,0.003931613,0.004444738,0.005072861,0.005839392,0.00677084,0.00789598,0.009244259,0.010845489,0.012730598,0.014931235,0.017479447,0.020407764,0.023749953,0.027542703,0.031828543,0.036660328,0.042106205,0.048238865,0.055111595,0.062737173,0.071061039,0.079930897,0.089097195,0.098238475,0.106978777,0.114913353,0.126079353,0.136288714,0.145097939,0.152131517,0.157120597,0.159930234,0.160571073,0.159386902,0.158211464,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695
x+61,0.002652324,0.00288035,0.003161166,0.003506761,0.003931613,0.004444738,0.005072861,0.005839392,0.00677084,0.00789598,0.009244259,0.010845489,0.012730598,0.014931235,0.017479447,0.020407764,0.023749953,0.027542703,0.031828543,0.036660328,0.042106205,0.048238865,0.055111595,0.062737173,0.071061039,0.079930897,0.089097195,0.098238475,0.106978777,0.114913353,0.126079353,0.136288714,0.145097939,0.152131517,0.157120597,0.159930234,0.160571073,0.159386902,0.158211464,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695
x+62,0.00288035,0.003161166,0.003506761,0.003931613,0.004444738,0.005072861,0.005839392,0.00677084,0.00789598,0.009244259,0.010845489,0.012730598,0.014931235,0.017479447,0.020407764,0.023749953,0.027542703,0.031828543,0.036660328,0.042106205,0.048238865,0.055111595,0.062737173,0.071061039,0.079930897,0.089097195,0.098238475,0.106978777,0.114913353,0.126079353,0.136288714,0.145097939,0.152131517,0.157120597,0.159930234,0.160571073,0.159386902,0.158211464,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695
x+63,0.003161166,0.003506761,0.003931613,0.004444738,0.005072861,0.005839392,0.00677084,0.00789598,0.009244259,0.010845489,0.012730598,0.014931235,0.017479447,0.020407764,0.023749953,0.027542703,0.031828543,0.036660328,0.042106205,0.048238865,0.055111595,0.062737173,0.071061039,0.079930897,0.089097195,0.098238475,0.106978777,0.114913353,0.126079353,0.136288714,0.145097939,0.152131517,0.157120597,0.159930234,0.160571073,0.159386902,0.158211464,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695
x+64,0.003506761,0.003931613,0.004444738,0.005072861,0.005839392,0.00677084,0.00789598,0.009244259,0.010845489,0.012730598,0.014931235,0.017479447,0.020407764,0.023749953,0.027542703,0.031828543,0.036660328,0.042106205,0.048238865,0.055111595,0.062737173,0.071061039,0.079930897,0.089097195,0.098238475,0.106978777,0.114913353,0.126079353,0.136288714,0.145097939,0.152131517,0.157120597,0.159930234,0.160571073,0.159386902,0.158211464,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695
x+65,0.003931613,0.004444738,0.005072861,0.005839392,0.00677084,0.00789598,0.009244259,0.010845489,0.012730598,0.014931235,0.017479447,0.020407764,0.023749953,0.027542703,0.031828543,0.036660328,0.042106205,0.048238865,0.055111595,0.062737173,0.071061039,0.079930897,0.089097195,0.098238475,0.106978777,0.114913353,0.126079353,0.136288714,0.145097939,0.152131517,0.157120597,0.159930234,0.160571073,0.159386902,0.158211464,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695
x+66,0.004444738,0.005072861,0.005839392,0.00677084,0.00789598,0.009244259,0.010845489,0.012730598,0.014931235,0.017479447,0.020407764,0.023749953,0.027542703,0.031828543,0.036660328,0.042106205,0.048238865,0.055111595,0.062737173,0.071061039,0.079930897,0.089097195,0.098238475,0.106978777,0.114913353,0.126079353,0.136288714,0.145097939,0.152131517,0.157120597,0.159930234,0.160571073,0.159386902,0.158211464,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695
x+67,0.005072861,0.005839392,0.00677084,0.00789598,0.009244259,0.010845489,0.012730598,0.014931235,0.017479447,0.020407764,0.023749953,0.027542703,0.031828543,0.036660328,0.042106205,0.048238865,0.055111595,0.062737173,0.071061039,0.079930897,0.089097195,0.098238475,0.106978777,0.114913353,0.126079353,0.136288714,0.145097939,0.152131517,0.157120597,0.159930234,0.160571073,0.159386902,0.158211464,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695
x+68,0.005839392,0.00677084,0.00789598,0.009244259,0.010845489,0.012730598,0.014931235,0.017479447,0.020407764,0.023749953,0.027542703,0.031828543,0.036660328,0.042106205,0.048238865,0.055111595,0.062737173,0.071061039,0.079930897,0.089097195,0.098238475,0.106978777,0.114913353,0.126079353,0.136288714,0.145097939,0.152131517,0.157120597,0.159930234,0.160571073,0.159386902,0.158211464,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695
x+69,0.00677084,0.00789598,0.009244259,0.010845489,0.012730598,0.014931235,0.017479447,0.020407764,0.023749953,0.027542703,0.031828543,0.036660328,0.042106205,0.048238865,0.055111595,0.062737173,0.071061039,0.079930897,0.089097195,0.098238475,0.106978777,0.114913353,0.126079353,0.136288714,0.145097939,0.152131517,0.157120597,0.159930234,0.160571073,0.159386902,0.158211464,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695
x+70,0.00789598,0.009244259,0.010845489,0.012730598,0.014931235,0.017479447,0.020407764,0.023749953,0.027542703,0.031828543,0.036660328,0.042106205,0.048238865,0.055111595,0.062737173,0.071061039,0.079930897,0.089097195,0.098238475,0.106978777,0.114913353,0.126079353,0.136288714,0.145097939,0.152131517,0.157120597,0.159930234,0.160571073,0.159386902,0.158211464,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695
x+71,0.009244259,0.010845489,0.012730598,0.014931235,0.017479447,0.020407764,0.023749953,0.027542703,0.031828543,0.036660328,0.042106205,0.048238865,0.055111595,0.062737173,0.071061039,0.079930897,0.089097195,0.098238475,0.106978777,0.114913353,0.126079353,0.136288714,0.145097939,0.152131517,0.157120597,0.159930234,0.160571073,0.159386902,0.158211464,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695
x+72,0.010845489,0.012730598,0.014931235,0.017479447,0.020407764,0.023749953,0.027542703,0.031828543,0.036660328,0.042106205,0.048238865,0.055111595,0.062737173,0.071061039,0.079930897,0.089097195,0.098238475,0.106978777,0.114913353,0.126079353,0.136288714,0.145097939,0.152131517,0.157120597,0.159930234,0.160571073,0.159386902,0.158211464,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695
x+73,0.012730598,0.014931235,0.017479447,0.020407764,0.023749953,0.027542703,0.031828543,0.036660328,0.042106205,0.048238865,0.055111595,0.062737173,0.071061039,0.079930897,0.089097195,0.098238475,0.106978777,0.114913353,0.126079353,0.136288714,0.145097939,0.152131517,0.157120597,0.159930234,0.160571073,0.159386902,0.158211464,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695
x+74,0.014931235,0.017479447,0.020407764,0.023749953,0.027542703,0.031828543,0.036660328,0.042106205,0.048238865,0.055111595,0.062737173,0.071061039,0.079930897,0.089097195,0.098238475,0.106978777,0.114913353,0.126079353,0.136288714,0.145097939,0.152131517,0.157120597,0.159930234,0.160571073,0.159386902,0.158211464,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695
x+75,0.017479447,0.020407764,0.023749953,0.027542703,0.031828543,0.036660328,0.042106205,0.048238865,0.055111595,0.062737173,0.071061039,0.079930897,0.089097195,0.098238475,0.106978777,0.114913353,0.126079353,0.136288714,0.145097939,0.152131517,0.157120597,0.159930234,0.160571073,0.159386902,0.158211464,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695
x+76,0.020407764,0.023749953,0.027542703,0.031828543,0.036660328,0.042106205,0.048238865,0.055111595,0.062737173,0.071061039,0.079930897,0.089097195,0.098238475,0.106978777,0.114913353,0.126079353,0.136288714,0.145097939,0.152131517,0.157120597,0.159930234,0.160571073,0.159386902,0.158211464,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695
x+77,0.023749953,0.027542703,0.031828543,0.036660328,0.042106205,0.048238865,0.055111595,0.062737173,0.071061039,0.079930897,0.089097195,0.098238475,0.106978777,0.114913353,0.126079353,0.136288714,0.145097939,0.152131517,0.157120597,0.159930234,0.160571073,0.159386902,0.158211464,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695
x+78,0.027542703,0.031828543,0.036660328,0.042106205,0.048238865,0.055111595,0.062737173,0.071061039,0.079930897,0.089097195,0.098238475,0.106978777,0.114913353,0.126079353,0.136288714,0.145097939,0.152131517,0.157120597,0.159930234,0.160571073,0.159386902,0.158211464,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695
x+79,0.031828543,0.036660328,0.042106205,0.048238865,0.055111595,0.062737173,0.071061039,0.079930897,0.089097195,0.098238475,0.106978777,0.114913353,0.126079353,0.136288714,0.145097939,0.152131517,0.157120597,0.159930234,0.160571073,0.159386902,0.158211464,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695,0.157044695
